,mBERT,Chinese-BERT,MacBERT,XLM-R-base,XLM-R-large,ERNIE-3.0,UER-tiny,UER-small
庼,False,False,False,False,False,True,False,False
庽,False,False,False,False,False,True,False,False
庾,True,True,True,False,False,True,True,True
庿,False,False,False,False,False,True,False,False
廀,False,False,False,False,False,True,False,False
廁,True,True,True,False,False,True,True,True
廂,True,True,True,False,False,True,True,True
廃,True,True,True,False,False,True,True,True
廄,False,False,False,False,False,True,False,False
廅,False,False,False,False,False,True,False,False
廆,False,False,False,False,False,True,False,False
廇,False,False,False,False,False,True,False,False
廈,True,True,True,False,False,True,True,True
廉,True,True,True,False,False,True,True,True
廊,True,True,True,False,False,True,True,True
廋,False,False,False,False,False,True,False,False
廌,False,False,False,False,False,True,False,False
廍,True,False,False,False,False,True,False,False
廎,False,False,False,False,False,True,False,False
廏,False,False,False,False,False,True,False,False
廐,False,False,False,False,False,True,False,False
廑,False,False,False,False,False,True,False,False
廒,False,False,False,False,False,True,False,False
廓,True,True,True,False,False,True,True,True
廔,False,False,False,False,False,True,False,False
廕,False,False,False,False,False,True,False,False
廖,True,True,True,False,False,True,True,True
廗,False,False,False,False,False,True,False,False
廘,False,False,False,False,False,True,False,False
廙,False,False,False,False,False,True,False,False
廚,True,True,True,False,False,True,True,True
廛,False,False,False,False,False,True,False,False
廜,False,False,False,False,False,True,False,False
廝,False,True,True,False,False,True,True,True
廞,False,False,False,False,False,True,False,False
廟,True,True,True,False,False,True,True,True
廠,True,True,True,False,False,True,True,True
廡,False,False,False,False,False,True,False,False
廢,True,True,True,False,False,True,True,True
廣,True,True,True,False,False,True,True,True
廤,False,False,False,False,False,True,False,False
廥,False,False,False,False,False,True,False,False
廦,False,False,False,False,False,True,False,False
廧,False,False,False,False,False,True,False,False
廨,False,False,False,False,False,True,False,False
廩,False,False,False,False,False,True,False,False
廪,False,False,False,False,False,True,False,False
廫,False,False,False,False,False,True,False,False
廬,True,True,True,False,False,True,True,True
廭,False,False,False,False,False,True,False,False
廮,False,False,False,False,False,True,False,False
廯,False,False,False,False,False,True,False,False
廰,False,False,False,False,False,True,False,False
廱,False,False,False,False,False,True,False,False
廲,False,False,False,False,False,True,False,False
廳,True,True,True,False,False,True,True,True
廴,False,False,False,False,False,True,False,False
廵,False,False,False,False,False,True,False,False
延,True,True,True,False,False,True,True,True
廷,True,True,True,False,False,True,True,True
廸,False,False,False,False,False,True,False,False
廹,False,False,False,False,False,True,False,False
建,True,True,True,False,False,True,True,True
廻,True,False,False,False,False,True,False,False
廼,True,False,False,False,False,True,False,False
廽,False,False,False,False,False,True,False,False
廾,False,False,False,False,False,True,False,False
廿,True,True,True,False,False,True,True,True
开,True,True,True,False,False,True,True,True
弁,True,True,True,False,False,True,True,True
异,True,True,True,False,False,True,True,True
弃,True,True,True,False,False,True,True,True
弄,True,True,True,False,False,True,True,True
弅,False,False,False,False,False,True,False,False
弆,False,False,False,False,False,True,False,False
弇,False,False,False,False,False,True,False,False
弈,True,True,True,False,False,True,True,True
弉,False,False,False,False,False,True,False,False
弊,True,True,True,False,False,True,True,True
弋,True,True,True,False,False,True,True,True
弌,False,False,False,False,False,True,False,False
弍,False,False,False,False,False,True,False,False
弎,False,False,False,False,False,True,False,False
式,True,True,True,False,False,True,True,True
弐,True,False,False,False,False,True,False,False
弑,True,True,True,False,False,True,True,True
弒,True,True,True,False,False,True,True,True
弓,True,True,True,False,False,True,True,True
弔,True,True,True,False,False,True,True,True
引,True,True,True,False,False,True,True,True
弖,False,False,False,False,False,True,False,False
弗,True,True,True,False,False,True,True,True
弘,True,True,True,False,False,True,True,True
弙,False,False,False,False,False,True,False,False
弚,False,False,False,False,False,True,False,False
弛,True,True,True,False,False,True,True,True
弜,False,False,False,False,False,True,False,False
弝,False,False,False,False,False,True,False,False
弞,False,False,False,False,False,True,False,False
弟,True,True,True,False,False,True,True,True
张,True,True,True,False,False,True,True,True
弡,False,False,False,False,False,True,False,False
弢,False,False,False,False,False,True,False,False
弣,False,False,False,False,False,True,False,False
弤,False,False,False,False,False,True,False,False
弥,True,True,True,False,False,True,True,True
弦,True,True,True,False,False,True,True,True
弧,True,True,True,False,False,True,True,True
弨,False,False,False,False,False,True,False,False
弩,True,True,True,False,False,True,True,True
弪,False,False,False,False,False,True,False,False
弫,False,False,False,False,False,True,False,False
弬,False,False,False,False,False,True,False,False
弭,True,True,True,False,False,True,True,True
弮,False,False,False,False,False,True,False,False
弯,True,True,True,False,False,True,True,True
弰,False,False,False,False,False,True,False,False
弱,True,True,True,False,False,True,True,True
弲,False,False,False,False,False,True,False,False
弳,False,False,False,False,False,True,False,False
弴,False,False,False,False,False,True,False,False
張,True,True,True,False,False,True,True,True
弶,False,False,False,False,False,True,False,False
強,True,True,True,False,False,True,True,True
弸,False,False,False,False,False,True,False,False
弹,True,True,True,False,False,True,True,True
强,True,True,True,False,False,True,True,True
弻,False,False,False,False,False,True,False,False
弼,True,True,True,False,False,True,True,True
弽,False,False,False,False,False,True,False,False
弾,True,True,True,False,False,True,True,True
弿,False,False,False,False,False,True,False,False
彀,False,False,False,False,False,True,False,False
彁,False,False,False,False,False,True,False,False
彂,False,False,False,False,False,True,False,False
彃,False,False,False,False,False,True,False,False
彄,False,False,False,False,False,True,False,False
彅,True,True,True,False,False,True,True,True
彆,False,True,True,False,False,True,True,True
彇,False,False,False,False,False,True,False,False
彈,True,True,True,False,False,True,True,True
彉,False,False,False,False,False,True,False,False
彊,True,False,False,False,False,True,False,False
彋,False,False,False,False,False,True,False,False
彌,True,True,True,False,False,True,True,True
彍,False,False,False,False,False,True,False,False
彎,True,True,True,False,False,True,True,True
彏,False,False,False,False,False,True,False,False
彐,False,False,False,False,False,True,False,False
彑,False,False,False,False,False,True,False,False
归,True,True,True,False,False,True,True,True
当,True,True,True,True,True,True,True,True
彔,False,False,False,False,False,True,False,False
录,True,True,True,False,False,True,True,True
彖,False,False,False,False,False,True,False,False
彗,True,True,True,False,False,True,True,True
彘,False,False,False,False,False,True,False,False
彙,True,True,True,False,False,True,True,True
彚,False,False,False,False,False,True,False,False
彛,False,False,False,False,False,True,False,False
彜,False,False,False,False,False,True,False,False
彝,True,True,True,False,False,True,True,True
彞,False,False,False,False,False,True,False,False
彟,False,False,False,False,False,True,False,False
彠,False,False,False,False,False,True,False,False
彡,False,False,False,False,False,True,False,False
形,True,True,True,False,False,True,True,True
彣,False,False,False,False,False,True,False,False
彤,True,True,True,False,False,True,True,True
彥,True,True,True,False,False,True,True,True
彦,True,True,True,False,False,True,True,True
彧,True,True,True,False,False,True,True,True
彨,False,False,False,False,False,True,False,False
彩,True,True,True,False,False,True,True,True
彪,True,True,True,False,False,True,True,True
彫,True,True,True,False,False,True,True,True
彬,True,True,True,False,False,True,True,True
彭,True,True,True,False,False,True,True,True
彮,False,False,False,False,False,True,False,False
彯,False,False,False,False,False,True,False,False
彰,True,True,True,False,False,True,True,True
影,True,True,True,False,False,True,True,True
彲,False,False,False,False,False,True,False,False
彳,False,False,False,False,False,True,False,False
彴,False,False,False,False,False,True,False,False
彵,False,False,False,False,False,True,False,False
